Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
16,2,Sustainability Nexus Forum,29 April 2008,https://link.springer.com/article/10.1007/s00550-008-0080-5,CO2-Management von Unternehmen,June 2008,Edeltraud Günther,Martin Nowack,,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,2,Sustainability Nexus Forum,24 April 2008,https://link.springer.com/article/10.1007/s00550-008-0072-5,Kohlenstoff und Klimawandel – neue Herausforderungen für das Risikomanagement von Unternehmen,June 2008,Volker H. Hoffmann,Timo Busch,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,2,Sustainability Nexus Forum,23 April 2008,https://link.springer.com/article/10.1007/s00550-008-0076-1,Klimawandel und Klimapolitik – unsere Verantwortung,June 2008,Wolfgang Dirschauer,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,2,Sustainability Nexus Forum,22 April 2008,https://link.springer.com/article/10.1007/s00550-008-0077-0,Welche Branchen sind besonders vom Klimawandel betroffen?,June 2008,Eric Heymann,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,2,Sustainability Nexus Forum,23 April 2008,https://link.springer.com/article/10.1007/s00550-008-0075-2,Antworten der Sächsischen Staatsregierung auf die Herausforderungen des Klimawandels,June 2008,Roland Wöller,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,2,Sustainability Nexus Forum,17 April 2008,https://link.springer.com/article/10.1007/s00550-008-0074-3,"CO
2
-Performance deutscher Unternehmen: Eine wertorientierte Analyse",June 2008,Tobias Hahn,Andrea Liesen,Frank Figge,,,,,,,,Male,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,2,Sustainability Nexus Forum,23 April 2008,https://link.springer.com/article/10.1007/s00550-008-0078-z,Emissionshandel aus soziologischer Sicht: Wer handelt eigentlich wie mit Emissionsrechten?,June 2008,Lisa Knoll,Martin Huth,,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,2,Sustainability Nexus Forum,23 April 2008,https://link.springer.com/article/10.1007/s00550-008-0069-0,Kommunen im Klimawandel,June 2008,Ulrike Janssen,Andreas Kress,Dag Schulze,,,,,,,,Female,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,2,Sustainability Nexus Forum,23 April 2008,https://link.springer.com/article/10.1007/s00550-008-0071-6,Aufgaben und Rolle des Emissionshandelsprüfers in der Gestaltung des Klimaschutzes,June 2008,Marco Wisniewski,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,2,Sustainability Nexus Forum,22 April 2008,https://link.springer.com/article/10.1007/s00550-008-0073-4,Das Carbon Disclosure Project (CDP),June 2008,Matthias Kopp,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,2,Sustainability Nexus Forum,30 April 2008,https://link.springer.com/article/10.1007/s00550-008-0079-y,Stand der Klimaschutzberichterstattung,June 2008,Edeltraud Günther,Martin Nowack,Gabriel Weber,,,,,,,,Female,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,2,Sustainability Nexus Forum,22 April 2008,https://link.springer.com/article/10.1007/s00550-008-0070-7,"CO
2
 Management aus neuseeländischer Perspektive",June 2008,Gabriel Weber,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,3,Sustainability Nexus Forum,21 August 2008,https://link.springer.com/article/10.1007/s00550-008-0090-3,Investition und Finanzierung von umweltentlastenden Energietechnologien,September 2008,Dietfried Günter Liesegang,Anette von Ahsen,,,,,,,,,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,3,Sustainability Nexus Forum,13 August 2008,https://link.springer.com/article/10.1007/s00550-008-0083-2,Entwicklungstendenzen bei Investitionen in umweltentlastende Energietechnologien,September 2008,Susanne Hartard,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,3,Sustainability Nexus Forum,16 August 2008,https://link.springer.com/article/10.1007/s00550-008-0084-1,Wirtschaftlichkeitsuntersuchungen bei Wasserkraftanlagen vor dem Hintergrund von WRRL und EEG,September 2008,Stephan Heimerl,Stephan Held,Devid Krull,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,3,Sustainability Nexus Forum,20 August 2008,https://link.springer.com/article/10.1007/s00550-008-0087-y,Photovoltaik – auf dem Weg zur Netzparität,September 2008,Romy Acosta López,Felicia Müller-Pelzer,,,,,,,,,Female,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,3,Sustainability Nexus Forum,13 August 2008,https://link.springer.com/article/10.1007/s00550-008-0085-0,Geschäftsmodelle für eine effiziente Nutzung von µKWK-Anlagen,September 2008,Patrick Himmes,Philip Vogel,Uwe Dietze,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,3,Sustainability Nexus Forum,20 August 2008,https://link.springer.com/article/10.1007/s00550-008-0086-z,Eintrittsmöglichkeiten in den CDM-Markt als CER-Käufer,September 2008,Daniel Römer,Ulrich Georgi,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,3,Sustainability Nexus Forum,20 August 2008,https://link.springer.com/article/10.1007/s00550-008-0089-9,Kumulierte Emissionsintensitäten als integrativer Bestandteil der strategischen Investitionsentscheidung,September 2008,Christian Haubach,Regina Schwegler,Mario Schmidt,,,,,,,,Male,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,3,Sustainability Nexus Forum,22 August 2008,https://link.springer.com/article/10.1007/s00550-008-0091-2,Finanzierung innovativer Energietechnologien als ein wichtiger Einflussfaktor für Marktdiffusion und Politikgestaltung,September 2008,Reinhard Madlener,Christian Michelsen,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,3,Sustainability Nexus Forum,21 August 2008,https://link.springer.com/article/10.1007/s00550-008-0088-x,Finanzierung von Öko-Innovation,September 2008,Gottfried Lamers,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,3,Sustainability Nexus Forum,11 July 2008,https://link.springer.com/article/10.1007/s00550-008-0081-4,Wettbewerbsstrategische Implikationen nachhaltigen Wirtschaftens in der Lebensmittelproduktion,September 2008,Malte L. Peters,Stephan Zelewski,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,3,Sustainability Nexus Forum,02 August 2008,https://link.springer.com/article/10.1007/s00550-008-0082-3,Carbon Footprints und Carbon Label – eine echte Hilfe bei der Kaufentscheidung?,September 2008,Sabine Walter,Mario Schmidt,,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,29 October 2008,https://link.springer.com/article/10.1007/s00550-008-0103-2,Nachhaltiges Human Resource Management,December 2008,Uta Kirschten,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,22 October 2008,https://link.springer.com/article/10.1007/s00550-008-0092-1,Strategien und Praktiken eines Nachhaltigen Human Resource Management,December 2008,Ina Ehnert,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,06 November 2008,https://link.springer.com/article/10.1007/s00550-008-0096-x,Nachhaltiges Human Resource Management: Image oder Ethik?,December 2008,Lutz Stührenberg,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,24 October 2008,https://link.springer.com/article/10.1007/s00550-008-0097-9,Die Bedeutung der sozialen Verantwortung für die Arbeitgeberattraktivität,December 2008,Markus-Oliver Schwaab,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,24 October 2008,https://link.springer.com/article/10.1007/s00550-008-0098-8,Innovative Kommunikationsstrategien für ein nachhaltiges Human-Resource-Management,December 2008,Ulrich Kreutle,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,31 October 2008,https://link.springer.com/article/10.1007/s00550-008-0094-z,Innerbetriebliche Ecopreneure durch Umweltmanagementsysteme? – Eine Langzeitanalyse von Bedingungen für proaktives Umweltschutzverhalten,December 2008,Kerstin Pichel,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,24 October 2008,https://link.springer.com/article/10.1007/s00550-008-0093-0,Soziale Verantwortung nach innen – Ehrenamtliches Engagement und Corporate Social Responsibility,December 2008,Maike Kriependorf,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,06 November 2008,https://link.springer.com/article/10.1007/s00550-008-0100-5,Capacity Building der Zukunft,December 2008,Raimund Schwendner,Eberhard Trowe,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,28 October 2008,https://link.springer.com/article/10.1007/s00550-008-0101-4,Kompetenzentwicklung zum Nachhaltigen Wirtschaften,December 2008,Holger Rohn,Anna Bliesner,,,,,,,,,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,28 October 2008,https://link.springer.com/article/10.1007/s00550-008-0102-3,Formale Privatisierung und Nachhaltigkeit: Das Beispiel des Botanischen Gartens in Berlin,December 2008,Michael Schlese,Karsten Schomaker,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,06 November 2008,https://link.springer.com/article/10.1007/s00550-008-0099-7,Gesellschaftliches Engagement: Eine Sache für Unternehmen und ihre Mitarbeiter,December 2008,Dieter Brübach,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
16,4,Sustainability Nexus Forum,28 October 2008,https://link.springer.com/article/10.1007/s00550-008-0095-y,Integrativer Gestaltungsansatz für ein nachhaltiges Human Resource Management,December 2008,Uta Kirschten,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,24 February 2009,https://link.springer.com/article/10.1007/s00550-009-0124-5,Nachhaltigkeit in Medien und Medienwirtschaft,March 2009,Alexander Moutchnik,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,04 March 2009,https://link.springer.com/article/10.1007/s00550-009-0126-3,Nachhaltigkeit und Medienmanagement: Eine willkommene Perspektive,March 2009,Alan B. Albarran,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,04 March 2009,https://link.springer.com/article/10.1007/s00550-009-0127-2,Strategisches Management und Nachhaltigkeit in den Medien – Erkenntnisse aus Theorie und Praxis,March 2009,Lucy Küng,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,03 March 2009,https://link.springer.com/article/10.1007/s00550-009-0125-4,Nachhaltigkeitsdimensionen der Medienbranche,March 2009,Alexander Moutchnik,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,06 February 2009,https://link.springer.com/article/10.1007/s00550-009-0112-9,Nachhaltigkeit als Ziel und Mittel der Medienunternehmen,March 2009,Christian Scholz,Uwe Eisenbeis,Nadine Schaaf,,,,,,,,Male,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,12 March 2009,https://link.springer.com/article/10.1007/s00550-009-0129-0,Das interdisziplinäre Forschungsprojekt balance[f] – Medialisierung der Nachhaltigkeit,March 2009,Martin Kreeb,Werner F. Schulz,Martin Lichtl,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,10 January 2009,https://link.springer.com/article/10.1007/s00550-008-0107-y,"Verantwortung von, in und durch Medien",March 2009,Matthias Karmasin,Franzisca Weder,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,12 February 2009,https://link.springer.com/article/10.1007/s00550-009-0120-9,Interview mit Prof. Dr. Maximilian Gege (B. A. U. M. Vorsitzender) über die Nachhaltigkeit in Medien und Medienwirtschaft,March 2009,Andreas Geil,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,12 February 2009,https://link.springer.com/article/10.1007/s00550-009-0110-y,Nachhaltigkeit und Medien: polemische Gedanken,March 2009,Christian Neugebauer,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,19 November 2008,https://link.springer.com/article/10.1007/s00550-008-0104-1,Glaubwürdigkeit in der Nachhaltigkeitsberichterstattung,March 2009,Sabine Spelthahn,Livia Fuchs,Uwe Demele,,,,,,,,Female,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,14 January 2009,https://link.springer.com/article/10.1007/s00550-008-0105-0,Nachhaltigkeitsanforderungen an Medienunternehmen im Kontext nachhaltiger Geldanlagen,March 2009,Matthias Bönning,Ellen Mayer,,,,,,,,,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,12 February 2009,https://link.springer.com/article/10.1007/s00550-009-0111-x,„Nur wer sich ändert bleibt sich treu“ – oder: Nachhaltigkeit sichern im Verlag als ganzheitliche Aufgabe,March 2009,Dirk H. Beenken,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,06 February 2009,https://link.springer.com/article/10.1007/s00550-009-0117-4,"Vom Baum zum Blatt – Nachhaltigkeitsmanagement bei der Axel Springer AG. Wer sich kritischem Journalismus verpflichtet, muss selbst einer genauen Überprüfung standhalten.",March 2009,Florian Nehm,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,10 February 2009,https://link.springer.com/article/10.1007/s00550-009-0118-3,Nachhaltigkeitsthemen der Bauer Media Group,March 2009,Hans Jürgen Böhm,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,05 February 2009,https://link.springer.com/article/10.1007/s00550-009-0116-5,Nachhaltigkeit im Medienverband,March 2009,Ferry Pausch,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,10 January 2009,https://link.springer.com/article/10.1007/s00550-008-0108-x,Nachhaltigkeit in den Prozessen der Druckindustrie,March 2009,René Theiler,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,17 February 2009,https://link.springer.com/article/10.1007/s00550-009-0121-8,"Think economically, print ecologically. Ökologisches Drucken mit Heidelberger Druckmaschinen",March 2009,Karl Petersen,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,23 January 2009,https://link.springer.com/article/10.1007/s00550-009-0109-4,Neo-grüne Kommunikationsstrategien und ökologisches Printmediendesign,March 2009,Jutta Nachtwey,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,26 February 2009,https://link.springer.com/article/10.1007/s00550-009-0115-6,Nachhaltigkeitsmarketing – Emotionalisierung durch Medialisierung,March 2009,Martin Kreeb,Werner F. Schulz,Hans Hörschgen,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,14 January 2009,https://link.springer.com/article/10.1007/s00550-008-0106-z,Green-TV sells? Neue Ansätze für Umwelt und Nachhaltigkeit im Fernsehen,March 2009,Friedrich Hagedorn,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,17 February 2009,https://link.springer.com/article/10.1007/s00550-009-0119-2,Nachhaltigkeitsorientierte TV-Sendungen – (k)eine Strategie zur Senkung der Haushalts-Reichweite von TV-Sendungen?,March 2009,Clemens Schwender,Dennis Mocigemba,Martin Kreeb,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,05 February 2009,https://link.springer.com/article/10.1007/s00550-009-0113-8,Fallstudie balance(f ) im TV Format „Welt der Wunder“,March 2009,Martin Kreeb,Hendrik Hey,Lisa Weihmann,,,,,,,,Male,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,17 February 2009,https://link.springer.com/article/10.1007/s00550-009-0122-7,Bloggen für eine Nachhaltige Entwicklung?!,March 2009,Daniel Schulz,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,1,Sustainability Nexus Forum,26 February 2009,https://link.springer.com/article/10.1007/s00550-009-0114-7,"Rezension: Clemens Schwender, Werner F. Schulz und Martin Kreeb (Hrsg.): Medialisierung der Nachhaltigkeit. Das Forschungsprojekt balance[f]: Emotionen und Ecotainment in den Massenmedien, Metropolis Verlag, Marburg 2008, 491 Seiten.",March 2009,Peter Schmuck,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,2,Sustainability Nexus Forum,20 May 2009,https://link.springer.com/article/10.1007/s00550-009-0136-1,Die Notwendigkeit der ökologischen Analyse und Bewertung wirtschaftlicher Aktivitäten,June 2009,Mario Schmidt,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,2,Sustainability Nexus Forum,04 June 2009,https://link.springer.com/article/10.1007/s00550-009-0138-z,Kumulierte Emissionsintensität – Performancemessung für Unternehmen,June 2009,Mario Schmidt,Christian Haubach,Sabine Walter,,,,,,,,Male,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,2,Sustainability Nexus Forum,19 April 2009,https://link.springer.com/article/10.1007/s00550-009-0130-7,Die Startwertproblematik bei der Berechnung von kumulierten Emissionsintensitäten im Kontext der Treibhausgas-Bilanzierung,June 2009,Christian Haubach,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,2,Sustainability Nexus Forum,27 May 2009,https://link.springer.com/article/10.1007/s00550-009-0137-0,Geeignete Rechnungslegung und Aggregationsebenen der kumulierten Emissionsintensität in Unternehmen,June 2009,Mario Schmidt,Sabine Walter,,,,,,,,,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,2,Sustainability Nexus Forum,17 April 2009,https://link.springer.com/article/10.1007/s00550-009-0133-4,Bewertung und Verbesserung kumulierter Emissionsintensitäten,June 2009,Grit Walther,Britta Engel,Thomas Spengler,,,,,,,,Female,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,2,Sustainability Nexus Forum,15 April 2009,https://link.springer.com/article/10.1007/s00550-009-0135-2,Kumulierte Emissionsintensität in globalen Wertschöpfungsketten – Praxisbeispiel Textilindustrie,June 2009,Michael Arretz,Norbert Jungmichel,Nora Meyer,,,,,,,,Male,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,2,Sustainability Nexus Forum,17 April 2009,https://link.springer.com/article/10.1007/s00550-009-0131-6,KEI – ein neuer Ansatz zur Bewertung von Produktionsstandorten eines Unternehmens,June 2009,Liendel Chang,Michael Mrowietz,Grit Walter,,,,,,,,Unknown,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,2,Sustainability Nexus Forum,15 April 2009,https://link.springer.com/article/10.1007/s00550-009-0132-5,Vertrauen schaffen in die Berichterstattung von Klimagasemissionen,June 2009,Moritz Nill,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,2,Sustainability Nexus Forum,15 April 2009,https://link.springer.com/article/10.1007/s00550-009-0134-3,Das EINBLIK-Konzept aus der Sicht der industriellen Ökobilanzierung,June 2009,Ivo Mersiowsky,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,3,Sustainability Nexus Forum,26 November 2009,https://link.springer.com/article/10.1007/s00550-009-0159-7,Integriertes Wassermanagement,September 2009,Thomas Sterr,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,3,Sustainability Nexus Forum,18 November 2009,https://link.springer.com/article/10.1007/s00550-009-0141-4,Integriertes Wasser-Ressourcenmanagement als Antwort auf drängende Wasserfragen – die Nachhaltigkeit als Dreh- und Angelpunkt einer globalen zukunftsfähigen Entwicklung,September 2009,Martin Grambow,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,3,Sustainability Nexus Forum,17 November 2009,https://link.springer.com/article/10.1007/s00550-009-0147-y,Integrierte Wasserbewirtschaftung in bergbaulich beeinflussten Flussgebieten Ostdeutschlands,September 2009,Uwe Grünewald,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,3,Sustainability Nexus Forum,13 November 2009,https://link.springer.com/article/10.1007/s00550-009-0146-z,Szenarioplanung im integrierten Wasserressourcenmanagement,September 2009,Martin Nowack,Edeltraud Günther,,,,,,,,,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17,3,Sustainability Nexus Forum,17 November 2009,https://link.springer.com/article/10.1007/s00550-009-0143-2,Nutzungsoption Elbeausbau – Beitrag zur Nachhaltigkeit?,September 2009,Hans-Ulrich Zabel,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
